1200,monheim
1201,monschau
1202,montabaur
1203,moosburg an der isar
1204,mörfelden-walldorf
1205,moringen
1206,mosbach
1207,mössingen
1208,mücheln
1209,mügeln
1210,mühlacker
1211,mühlberg elbe
1212,mühldorf am inn
1213,mühlhausen thüringen
1214,mühlheim am main
1215,mühlheim an der donau
1216,mühltroff
1217,mülheim an der ruhr
1218,mülheim-kärlich
1219,müllheim
1220,müllrose
1221,münchberg
1222,müncheberg
1223,münchen
1224,münchenbernsdorf
1225,munderkingen
1226,münnerstadt
1227,münsingen
1228,munster
1229,münster
1230,münstermaifeld
1231,münzenberg
1232,murrhardt
1233,mutzschen
1234,mylau
1235,nabburg
1236,nagold
1237,naila
1238,nassau
1239,nastätten
1240,nauen
1241,naumburg
1242,naumburg
1243,naunhof
1244,nebra
1245,neckarbischofsheim
1246,neckargemünd
1247,neckarsteinach
1248,neckarsulm
1249,nerchau
1250,neresheim
1251,netphen
1252,nettetal
1253,netzschkau
1254,neubrandenburg
1255,neubukow
1256,neubulach
1257,neuburg an der donau
1258,neudenau
1259,neuenbürg
1260,neuenburg am rhein
1261,neuenhaus
1262,neuenrade
1263,neuenstadt am kocher
1264,neuenstein
1265,neuerburg
1266,neuffen
1267,neugersdorf
1268,neuhaus am rennweg
1269,neu-isenburg
1270,neukalen
1271,neukirchen
1272,neukirchen-vluyn
1273,neukloster
1274,neumark
1275,neumarkt in der oberpfalz
1276,neumarkt-sankt veit
1277,neumünster
1278,neunburg vorm wald
1279,neunkirchen
1280,neuötting
1281,neuruppin
1282,neusalza-spremberg
1283,neusäß
1284,neuss
1285,neustadt an der aisch
1286,neustadt an der donau
1287,neustadt an der waldnaab
1288,neustadt am kulm
1289,neustadt am rübenberge
1290,neustadt an der orla
1291,neustadt an der weinstraße
1292,neustadt bei coburg
1293,neustadt
1294,neustadt-glewe
1295,neustadt
1296,neustadt in holstein
1297,neustadt in sachsen
1298,neustrelitz     
1299,neutraubling
1300,neu-ulm
1301,neuwied
1302,nidda
1303,niddatal
1304,nidderau
1305,nideggen
1306,niebüll
1307,niedenstein
1308,niederkassel
1309,niedernhall
1310,niederstetten
1311,niederstotzingen
1312,nieheim
1313,niemegk
1314,nienburg
1315,nienburg
1316,niesky
1317,nittenau
1318,norden
1319,nordenham
1320,norderney
1321,norderstedt
1322,nordhausen
1323,nordhorn
1324,nördlingen
1325,northeim
1326,nortorf
1327,nossen
1328,nürnberg
1329,nürtingen 
1330,oberasbach
1331,oberhausen
1332,oberhof
1333,oberkirch
1334,oberkochen
1335,oberlungwitz
1336,obermoschel
1337,obernburg am main
1338,oberndorf am neckar
1339,obernkirchen
1340,ober-ramstadt
1341,oberriexingen
1342,obertshausen
1343,oberursel
1344,oberviechtach
1345,oberweißbach thür wald
1346,oberwesel
1347,oberwiesenthal
1348,ochsenfurt
1349,ochsenhausen
1350,ochtrup
1351,oderberg
1352,oebisfelde
1353,oederan
1354,oelde
1355,oelsnitz
1356,oelsnitz erzgeb
1357,oer-erkenschwick
1358,oerlinghausen
1359,oestrich-winkel
1360,oettingen in bayern
1361,offenbach am main
1362,offenburg
1363,ohrdruf
1364,öhringen
1365,olbernhau
1366,oldenburg
1367,oldenburg in holstein
1368,olfen
1369,olpe
1370,olsberg
1371,oppenau
1372,oppenheim
1373,oranienbaum
1374,oranienburg
1375,orlamünde
1376,ornbau
1377,ortenberg
1378,ortrand
1379,oschatz
1380,oschersleben
1381,osnabrück
1382,osterburg
1383,osterburken
1384,osterfeld
1385,osterhofen
1386,osterholz-scharmbeck
1387,osterode am harz
1388,osterwieck
1389,ostfildern
1390,ostheim vor der rhön
1391,osthofen
1392,östringen
1393,ostritz
1394,otterberg
1395,otterndorf
1396,ottweiler
1397,overath
1398,owen 
1399,paderborn
1400,papenburg
1401,pappenheim
1402,parchim
1403,parsberg
1404,pasewalk
1405,passau
1406,pattensen
1407,pausa vogtl
1408,pegau
1409,pegnitz
1410,peine
1411,peitz
1412,penig
1413,penkun
1414,penzberg
1415,penzlin
1416,perleberg
1417,petershagen
1418,pfaffenhofen an der ilm
1419,pfarrkirchen
1420,pforzheim
1421,pfreimd
1422,pfullendorf
1423,pfullingen
1424,pfungstadt
1425,philippsburg
1426,pinneberg
1427,pirmasens
1428,pirna
1429,plattling
1430,plau am see
1431,plaue
1432,plauen
1433,plettenberg
1434,pleystein
1435,plochingen
1436,plön
1437,pocking
1438,pohlheim
1439,polch
